FID,Shape ,AREA,lake_id,Jurisdicti,PERIM,X_CENTER,Y_CENTER,HA,Shape_Leng,Shape_Area,Lat,Lon
581,Polygon,1545.453,72463,YOSE,234.071601,256085.1277,4217160.112,0.154545,234.071601,1545.453995,38.06934543,-119.7805148
582,Polygon,769.7813,71985,YOSE,121.497198,272505.6771,4217158.076,0.076979,121.497198,769.791617,38.07360539,-119.5935108
583,Polygon,623.0234,71813,YOSE,95.999494,268792.5209,4217143.374,0.062303,95.999494,623.032308,38.07253158,-119.6357963
584,Polygon,4345.383,73002,YOSE,270.247528,290809.3423,4217111.212,0.434552,270.247528,4345.515414,38.07760199,-119.3850031
585,Polygon,2264.695,72679,YOSE,175.176994,268675.9516,4217114.498,0.226472,175.176994,2264.723692,38.0722418,-119.6371145
586,Polygon,7183.727,70118,YOSE,407.578248,277081.2969,4217082.032,0.718385,407.578248,7183.847229,38.07405991,-119.5413713
587,Polygon,343.2422,71323,YOSE,79.348467,272575.8716,4217086.983,0.034325,79.348467,343.249108,38.07298295,-119.5926887
588,Polygon,3156.172,72848,YOSE,434.742209,268040.1589,4217029.846,0.315621,434.742209,3156.206761,38.07131686,-119.6443281
589,Polygon,411.0781,71462,YOSE,74.817001,252704.2491,4217032.505,0.041108,74.817001,411.081405,38.06727898,-119.8189684
590,Polygon,297.6289,71236,YOSE,71.052208,252504.8498,4217017.447,0.029763,71.052208,297.630314,38.06708892,-119.8212336
591,Polygon,2199.105,72667,YOSE,208.98015,255978.9177,4217002.865,0.219911,208.98015,2199.107661,38.06790123,-119.7816706
592,Polygon,2737.211,72792,YOSE,287.306767,272514.7218,4216970.851,0.273726,287.306767,2737.258124,38.07192198,-119.5933482
593,Polygon,1167.453,72291,YOSE,162.523702,263700.2942,4217000.127,0.116746,162.523702,1167.464487,38.06992616,-119.6937425
594,Polygon,1017.727,72195,YOSE,126.321153,276556.0234,4216978.798,0.101774,126.321153,1017.742055,38.0730008,-119.5473219
595,Polygon,559.0273,71715,YOSE,93.625775,254942.0062,4216961.535,0.055903,93.625775,559.030997,38.06724894,-119.7934636
596,Polygon,5691.598,70045,YOSE,447.207142,256500.8708,4216917.638,0.56916,447.207142,5691.599509,38.06727462,-119.7756981
597,Polygon,1306.133,72366,YOSE,154.758361,280367.9637,4216923.906,0.130616,154.758361,1306.159338,38.07344015,-119.5038865
598,Polygon,1234.328,72324,YOSE,158.756105,276409.87,4216918.076,0.123435,158.756105,1234.34693,38.07241796,-119.5489676
599,Polygon,1518.891,72453,YOSE,164.982212,291516.4103,4216908.606,0.151894,164.982212,1518.93673,38.0759408,-119.3768891
600,Polygon,644.4141,71839,YOSE,96.674771,264889.5399,4216902.742,0.064442,96.674771,644.421467,38.06935925,-119.6801671
601,Polygon,2518.922,72740,YOSE,230.761217,276441.4554,4216865.696,0.251897,230.761217,2518.966583,38.07195414,-119.5485915
602,Polygon,385.0547,71405,YOSE,75.832273,252671.6928,4216893.952,0.038505,75.832273,385.053934,38.06602285,-119.8192912
603,Polygon,204.6719,71072,YOSE,65.652721,270229.4025,4216890.214,0.020468,65.652721,204.676369,38.07061841,-119.6193501
604,Polygon,2438.734,72719,YOSE,202.957245,264813.1793,4216865.445,0.243876,202.957245,2438.758169,38.06900362,-119.6810245
605,Polygon,1568.297,72471,YOSE,144.775835,264527.8118,4216862.116,0.156832,144.775835,1568.317005,38.06889942,-119.6842732
606,Polygon,783.8477,71997,YOSE,125.385763,252729.8083,4216848.98,0.078385,125.385763,783.851599,38.0656339,-119.8186139
607,Polygon,269.1641,71162,YOSE,64.462968,255987.8445,4216858.289,0.026916,64.462968,269.163509,38.06660215,-119.7815196
608,Polygon,41508.33,70528,YOSE,1505.21206,276508.9211,4216668.619,4.1509,1505.21206,41509.02189,38.07019636,-119.5477615
609,Polygon,3961.852,72970,YOSE,345.538187,281668.9597,4216793.711,0.396197,345.538187,3961.968381,38.0725828,-119.4890278
610,Polygon,519.293,71652,YOSE,85.104693,252833.5305,4216850.913,0.05193,85.104693,519.295059,38.06567964,-119.8174336
611,Polygon,522.1875,71657,YOSE,92.49496,252578.1702,4216841.521,0.052219,92.49496,522.188624,38.06552531,-119.8203379
612,Polygon,1520.602,72454,YOSE,169.936921,250504.6483,4216794.956,0.15206,169.936921,1520.604863,38.06453682,-119.8439308
613,Polygon,1726.93,72533,YOSE,180.775679,253971.7891,4216805.93,0.172693,180.775679,1726.933828,38.0655849,-119.8044575
614,Polygon,1788.836,72553,YOSE,166.479994,251365.2929,4216789.98,0.178884,166.479994,1788.842696,38.06472891,-119.8341299
615,Polygon,268.2305,71160,YOSE,65.05508,254296.4517,4216788.224,0.026823,65.05508,268.230081,38.06551372,-119.8007547
616,Polygon,193.6719,71059,YOSE,60.502231,284423.3877,4216787.571,0.019368,60.502231,193.67655,38.07318815,-119.4576516
617,Polygon,136.8281,71012,YOSE,46.396799,284526.9422,4216786.813,0.013683,46.396799,136.832406,38.073206,-119.4564718
618,Polygon,993.5,72181,YOSE,145.546619,282396.3355,4216760.779,0.099353,145.546619,993.532828,38.07246154,-119.4807327
619,Polygon,47269.69,70552,YOSE,2078.181077,254169.1559,4216647.323,4.7497,2078.181077,47497.02351,38.06421076,-119.8021558
620,Polygon,371.0781,71386,YOSE,76.314038,252210.3446,4216741.663,0.037108,76.314038,371.077992,38.06452576,-119.8244915
621,Polygon,940.0781,72142,YOSE,146.991647,282353.2413,4216694.439,0.094011,146.991647,940.10842,38.07185383,-119.4812034
622,Polygon,1405.547,72407,YOSE,146.655765,264298.7345,4216686.722,0.140556,146.655765,1405.558822,38.06726072,-119.6868241
623,Polygon,352.5391,71344,YOSE,71.994868,252184.8407,4216685.217,0.035254,71.994868,352.540577,38.06401066,-119.8247623
624,Polygon,5872.266,70054,YOSE,351.402044,269639.7824,4216632.753,0.587235,351.402044,5872.347592,38.06815046,-119.6259823
625,Polygon,2385.168,72710,YOSE,189.865093,252975.9673,4216663.807,0.238517,189.865093,2385.174279,38.06403423,-119.8157472
626,Polygon,456.4805,71539,YOSE,86.912659,256067.3613,4216648.31,0.045648,86.912659,456.480483,38.06473332,-119.7805426
627,Polygon,301.3984,71240,YOSE,73.732406,252197.3662,4216639.244,0.03014,73.732406,301.39728,38.06360024,-119.8246037
628,Polygon,753.3477,71969,YOSE,102.429587,256817.3094,4216636.145,0.075335,102.429587,753.349147,38.06482566,-119.7719991
629,Polygon,574.4492,71741,YOSE,99.181434,256062.872,4216607.726,0.057445,99.181434,574.448913,38.06436677,-119.7805798
630,Polygon,902.8125,72103,YOSE,116.133965,275548.1494,4216597.621,0.090283,116.133965,902.825638,38.06931924,-119.5586818
631,Polygon,1574.527,72474,YOSE,200.930338,253723.8996,4216594.37,0.157453,200.930338,1574.532487,38.06361301,-119.8072073
632,Polygon,4476.605,73013,YOSE,429.179639,256165.5328,4216528.148,0.447661,429.179639,4476.609259,38.06367806,-119.7793838
633,Polygon,399.332,71436,YOSE,74.976715,252207.8557,4216587.115,0.039933,74.976715,399.332446,38.06313386,-119.8244663
634,Polygon,483.4688,71591,YOSE,86.998953,275710.1209,4216579.273,0.048348,86.998953,483.476494,38.06919421,-119.5568313
635,Polygon,4303.91,72999,YOSE,278.012597,256092.9966,4216556.015,0.430392,278.012597,4303.922642,38.06390938,-119.7802192
636,Polygon,10491.75,70232,YOSE,622.716946,253606.5071,4216500.42,1.0539,622.716946,10539.00153,38.06273533,-119.8085115
637,Polygon,456.9375,71542,YOSE,79.549517,257734.2858,4216544.982,0.045694,79.549517,456.939277,38.06425095,-119.761527
638,Polygon,886.1445,72088,YOSE,111.965444,252138.1004,4216515.661,0.088614,111.965444,886.145159,38.06247154,-119.8252357
639,Polygon,2585.969,72755,YOSE,257.499175,275710.5591,4216498.644,0.258601,257.499175,2586.012317,38.06846835,-119.556801
640,Polygon,250.1602,71129,YOSE,63.156495,253713.3335,4216519.843,0.025016,63.156495,250.163768,38.06293925,-119.8073019
641,Polygon,47668.2,70553,YOSE,1047.5293,277003.0152,4216390.991,4.7669,1047.5293,47669.0205,38.06781855,-119.5420474
642,Polygon,9805.906,70214,YOSE,374.3936,269770.5794,4216447.625,0.980604,374.3936,9806.039744,38.06651699,-119.6244331
643,Polygon,1100.125,72249,YOSE,149.293925,281037.5798,4216459.698,0.110016,149.293925,1100.160738,38.06942266,-119.4961172
644,Polygon,1211.57,72318,YOSE,159.697828,275653.5791,4216430.075,0.121159,159.697828,1211.592291,38.06783685,-119.5574284
645,Polygon,5143.102,70008,YOSE,370.6087,276855.3261,4216404.314,0.514319,370.6087,5143.187866,38.0679021,-119.5437336
646,Polygon,935.1016,72138,YOSE,143.812557,256027.619,4216431.257,0.09351,143.812557,935.100235,38.06276866,-119.7809211
647,Polygon,1502.082,72451,YOSE,187.17295,255817.1028,4216427.262,0.150209,187.17295,1502.08591,38.06267592,-119.7833167
648,Polygon,261271,70665,YOSE,2938.94805,258797.3578,4216168.063,26.1273,2938.94805,261272.7958,38.06114176,-119.7492952
649,Polygon,1898.996,72598,YOSE,209.700699,256107.6464,4216396.829,0.1899,209.700699,1899.004149,38.06248031,-119.7799981
650,Polygon,447.25,71525,YOSE,95.556576,271760.2884,4216415.272,0.044726,95.556576,447.254559,38.0667298,-119.6017633
651,Polygon,5772.027,70048,YOSE,521.424772,254657.079,4216324.556,0.577204,521.424772,5772.042698,38.06143762,-119.7964895
652,Polygon,223896.8,70656,YOSE,3989.603681,262935.1083,4216151.562,22.3954,3989.603681,223953.8319,38.06208656,-119.7021752
653,Polygon,1326.352,72373,YOSE,133.941137,276550.091,4216380.55,0.132637,133.941137,1326.374589,38.06761279,-119.5472026
654,Polygon,477.6719,71578,YOSE,89.163088,265513.0629,4216379.418,0.047768,89.163088,477.67835,38.0648096,-119.6728948
655,Polygon,711.9883,71917,YOSE,119.678238,253936.5821,4216367.357,0.071199,119.678238,711.991335,38.0616273,-119.8047076
656,Polygon,4021.555,72978,YOSE,241.57022,293886.0752,4216341.311,0.402167,241.57022,4021.672204,38.07137535,-119.3497305
657,Polygon,2777.031,72798,YOSE,208.145512,269620.2427,4216308.751,0.277707,208.145512,2777.067219,38.0652284,-119.6261004
658,Polygon,892.2578,72096,YOSE,120.736753,254583.6747,4216315.662,0.089226,120.736753,892.263393,38.06133765,-119.7973222
659,Polygon,702.4609,71907,YOSE,100.566805,270563.2723,4216286.101,0.070247,100.566805,702.469898,38.06526408,-119.6153539
660,Polygon,383.5859,71400,YOSE,75.253639,275632.3943,4216280.712,0.038359,75.253639,383.59432,38.06648676,-119.5576229
661,Polygon,1047.43,72214,YOSE,179.47234,253860.3002,4216273.696,0.104743,179.47234,1047.427614,38.06076343,-119.8055439
662,Polygon,479113.1,70670,YOSE,6220.526585,250297.8189,4215611.333,47.9204,6220.526585,479203.5757,38.0538252,-119.8458728
663,Polygon,312.8047,71266,YOSE,68.513615,270452.327,4216275.055,0.031281,68.513615,312.808706,38.06513649,-119.6166138
664,Polygon,639.3008,71833,YOSE,99.308223,253925.7746,4216236.607,0.06393,99.308223,639.303096,38.06044736,-119.8047857
665,Polygon,7115.453,70116,YOSE,475.45142,268184.905,4216148.855,0.711554,475.45142,7115.543361,38.06342224,-119.6423941
666,Polygon,19870.24,70388,YOSE,630.533812,293252.1209,4216177.108,1.98709,630.533812,19870.85405,38.069752,-119.3569045
667,Polygon,9021.32,70191,YOSE,472.149844,266087.7702,4216186.271,0.902143,472.149844,9021.426942,38.06321944,-119.6662872
668,Polygon,629.0469,71824,YOSE,93.794116,293571.3045,4216220.659,0.062907,93.794116,629.067644,38.07021708,-119.3532813
669,Polygon,1188.836,72302,YOSE,144.675192,282870.2786,4216194.778,0.118887,144.675192,1188.87423,38.06747895,-119.4751625
670,Polygon,830.0703,72037,YOSE,116.019916,294016.7559,4216193.883,0.083009,116.019916,830.093905,38.07007749,-119.3481994
671,Polygon,389.6328,71418,YOSE,81.084926,294050.3239,4216194.783,0.038965,81.084926,389.645509,38.07009324,-119.3478173
672,Polygon,3993.477,72975,YOSE,340.116056,253961.7194,4216158.979,0.399348,340.116056,3993.484631,38.05975832,-119.8043497
673,Polygon,314.0664,71268,YOSE,70.920493,253907.0194,4216188.965,0.031407,70.920493,314.065888,38.06001338,-119.8049828
674,Polygon,470.6875,71571,YOSE,80.114951,280817.7523,4216183.567,0.04707,80.114951,470.703233,38.06688309,-119.4985363
675,Polygon,316.8438,71273,YOSE,70.163881,270239.8455,4216179.873,0.031685,70.163881,316.84875,38.0642256,-119.619003
676,Polygon,19177.27,70381,YOSE,938.904098,253823.0523,4216069.213,1.91773,938.904098,19177.30853,38.05891254,-119.8058976
677,Polygon,630.9297,71828,YOSE,98.961806,274840.6708,4216149.41,0.063094,98.961806,630.94072,38.06510787,-119.5665983
678,Polygon,626.3203,71822,YOSE,98.077503,268833.3844,4216125.344,0.062633,98.077503,626.3285,38.06337646,-119.6350018
679,Polygon,5629.086,70042,YOSE,499.587358,265834.3058,4216086.821,0.562915,499.587358,5629.149236,38.06225854,-119.6691409
680,Polygon,751.8672,71967,YOSE,117.174434,284010.0628,4216041.314,0.075189,117.174434,751.887292,38.06636992,-119.4621343
681,Polygon,372.9922,71388,YOSE,77.247491,268809.4197,4216011.589,0.0373,77.247491,372.995847,38.06234617,-119.635238
682,Polygon,1043.949,72209,YOSE,136.88343,251043.3522,4215985.642,0.104395,136.88343,1043.953447,38.05739996,-119.8375157
683,Polygon,1861.352,72582,YOSE,193.031735,265922.6496,4215980.482,0.186137,193.031735,1861.372348,38.06132402,-119.6681001
684,Polygon,416.4531,71472,YOSE,79.596976,255288.9829,4215965.348,0.041646,79.596976,416.454884,38.05837507,-119.7891719
685,Polygon,523.7188,71660,YOSE,104.521881,268597.9604,4215955.408,0.052372,104.521881,523.723827,38.06178631,-119.6376278
686,Polygon,869.7969,72071,YOSE,118.288433,268460.5873,4215948.051,0.086981,118.288433,869.808589,38.06168494,-119.6391897
687,Polygon,502.1641,71614,YOSE,87.350923,268723.6159,4215952.595,0.050217,87.350923,502.168922,38.06179311,-119.636196
688,Polygon,1600.863,72482,YOSE,202.89667,251722.4554,4215936.014,0.160086,202.89667,1600.863327,38.05713975,-119.829767
689,Polygon,1619.57,72488,YOSE,167.6164,293844.5891,4215919.968,0.161962,167.6164,1619.617478,38.06757162,-119.3500816
690,Polygon,1681.117,72508,YOSE,166.51807,251498.1693,4215908.458,0.168113,166.51807,1681.1266,38.05683015,-119.8323109
691,Polygon,354.5,71352,YOSE,69.067381,268748.8561,4215918.373,0.035451,69.067381,354.506745,38.06149145,-119.6358975
692,Polygon,7267.047,70121,YOSE,608.560573,252939.034,4215813.482,0.726706,608.560573,7267.060827,38.05636961,-119.8158741
693,Polygon,1334.766,72379,YOSE,146.874638,269699.6664,4215859.327,0.133478,146.874638,1334.782619,38.06120231,-119.6250513
694,Polygon,12912.43,70283,YOSE,499.818096,269349.1006,4215771.505,1.29126,499.818096,12912.60802,38.06032234,-119.629015
695,Polygon,394.6016,71428,YOSE,74.109938,268154.146,4215813.212,0.039461,74.109938,394.60583,38.0603925,-119.6426356
696,Polygon,7047.656,70110,YOSE,409.951312,269026.8507,4215759.116,0.704775,409.951312,7047.751583,38.06012861,-119.6326805
697,Polygon,2248.734,72675,YOSE,214.635723,269146.453,4215766.905,0.224876,214.635723,2248.764411,38.06022925,-119.6313211
698,Polygon,1856.461,72579,YOSE,173.317912,283459.0209,4215731.491,0.185652,173.317912,1856.517474,38.06344843,-119.4683166
699,Polygon,552.7266,71707,YOSE,90.916551,255026.4511,4215723.834,0.055273,90.916551,552.72573,38.05612993,-119.7920783
700,Polygon,735.7695,71948,YOSE,110.729857,258389.3618,4215705.742,0.073577,110.729857,735.769175,38.05687094,-119.7537846
701,Polygon,227.9063,71093,YOSE,58.544424,281796.6412,4215709.887,0.022791,58.544424,227.912594,38.06285455,-119.4872428
702,Polygon,1356.664,72388,YOSE,170.062726,249600.7556,4215685.491,0.135667,170.062726,1356.666451,38.0543002,-119.8538341
703,Polygon,512.0547,71630,YOSE,89.508596,276210.0356,4215694.743,0.051206,89.508596,512.060822,38.06135384,-119.5508609
704,Polygon,796.6875,72014,YOSE,134.007601,254452.1111,4215685.653,0.079669,134.007601,796.686181,38.0556306,-119.798604
705,Polygon,631.5,71830,YOSE,97.649526,268530.5115,4215679.666,0.063151,97.649526,631.509312,38.05928649,-119.6383067
706,Polygon,904.0469,72105,YOSE,116.367727,283429.9379,4215678.914,0.090408,116.367727,904.075664,38.06296804,-119.4686319
707,Polygon,458.082,71545,YOSE,83.820831,258459.0234,4215677.532,0.045808,83.820831,458.083779,38.05663557,-119.7529819
708,Polygon,985.5,72172,YOSE,129.774246,275863.8618,4215652.608,0.098552,129.774246,985.516402,38.06088879,-119.5547899
709,Polygon,522.2734,71658,YOSE,87.759067,268966.2856,4215651.671,0.052228,87.759067,522.283156,38.05914579,-119.6333355
710,Polygon,11728.05,70261,YOSE,475.89143,256806.6755,4215577.808,1.17281,475.89143,11728.07196,38.05529541,-119.7717606
711,Polygon,442.543,71521,YOSE,79.189819,254147.2287,4215644.309,0.044254,79.189819,442.541636,38.05517567,-119.8020608
712,Polygon,440.5156,71516,YOSE,77.847285,254548.0057,4215630.381,0.044052,77.847285,440.515732,38.05515905,-119.7974933
713,Polygon,968.3438,72158,YOSE,140.259383,253894.3917,4215593.312,0.096834,140.259383,968.341539,38.05464789,-119.8049218
714,Polygon,1060.5,72230,YOSE,131.212762,258410.5667,4215589.599,0.10605,131.212762,1060.502031,38.05583104,-119.7535039
715,Polygon,75582.16,70604,YOSE,1467.247548,262983.7427,4215461.076,7.56967,1467.247548,75696.70891,38.05588301,-119.7013927
716,Polygon,19548.66,70383,YOSE,653.598676,268604.924,4215496.511,1.95489,653.598676,19548.91913,38.05765653,-119.6374001
717,Polygon,1914.988,72599,YOSE,201.723563,255028.4199,4215538.324,0.191499,201.723563,1914.990374,38.05446048,-119.7919924
718,Polygon,1280.063,72352,YOSE,140.916005,269343.9095,4215539.093,0.128008,140.916005,1280.081608,38.05822854,-119.6289992
719,Polygon,201692.9,70652,YOSE,5050.030186,274317.0378,4215271.828,20.1696,5050.030186,201696.1447,38.05707594,-119.5722848
720,Polygon,535.25,71680,YOSE,87.754349,276320.3385,4215539.247,0.053526,87.754349,535.257973,38.05998105,-119.5495562
721,Polygon,1974.273,72619,YOSE,196.383661,269285.099,4215516.859,0.19743,196.383661,1974.299053,38.05801337,-119.6296617
722,Polygon,3967.563,72971,YOSE,334.742333,254644.6506,4215490.105,0.396757,334.742333,3967.570574,38.05392248,-119.7963449
723,Polygon,14330.05,70311,YOSE,563.815438,261368.9849,4215396.869,1.43302,563.815438,14330.18867,38.05488072,-119.7197565
724,Polygon,20544.32,70396,YOSE,1151.643832,254042.8513,4215399.255,2.05731,1151.643832,20573.08309,38.05294134,-119.8031649
725,Polygon,417.8203,71475,YOSE,81.427721,267989.1011,4215482.333,0.041783,81.427721,417.826006,38.05737124,-119.6444077
726,Polygon,249.6641,71127,YOSE,61.7388,254095.1514,4215480.221,0.024966,61.7388,249.663767,38.0536844,-119.8025973
727,Polygon,12407.4,70272,YOSE,1128.65126,275398.0568,4215403.629,1.24076,1128.65126,12407.60263,38.05853155,-119.5600163
728,Polygon,32624.45,70490,YOSE,776.137798,293899.2628,4215368.993,3.26254,776.137798,32625.44941,38.06262243,-119.3493001
729,Polygon,14925.52,70320,YOSE,601.88722,289248.8869,4215306.454,1.4926,601.88722,14925.97376,38.06098812,-119.4022479
730,Polygon,4191.875,72991,YOSE,270.082452,269999.5863,4215390.51,0.419192,270.082452,4191.924974,38.05705766,-119.6214853
731,Polygon,107682.3,70632,YOSE,2037.395707,268097.4018,4215165.54,10.7684,2037.395707,107683.6837,38.05454684,-119.6430718
732,Polygon,84664.05,70612,YOSE,1756.707637,265805.2949,4215254.141,8.46651,1756.707637,84665.08305,38.05475441,-119.6691987
733,Polygon,5046.105,70002,YOSE,366.52924,254344.3493,4215352.807,0.504611,366.52924,5046.112806,38.05260507,-119.7997166
734,Polygon,850.4063,72054,YOSE,132.114076,268453.2334,4215358.946,0.085042,132.114076,850.417663,38.05637921,-119.6390828
735,Polygon,1410.656,72412,YOSE,138.541398,270069.6015,4215348.573,0.141067,138.541398,1410.674256,38.05669787,-119.6206746
736,Polygon,1055.438,72225,YOSE,147.944725,275432.9515,4215339.925,0.105545,147.944725,1055.453111,38.05796663,-119.559599
737,Polygon,193.4648,71058,YOSE,54.37758,258249.2968,4215344.497,0.019347,54.37758,193.465875,38.05358148,-119.7552573
738,Polygon,9580.648,70211,YOSE,710.238561,282597.7961,4215183.154,0.958094,710.238561,9580.93801,38.0583045,-119.4779585
739,Polygon,519.8438,71654,YOSE,92.135307,269143.173,4215328.092,0.051985,92.135307,519.849825,38.05627766,-119.6312169
740,Polygon,4647.254,73025,YOSE,284.258724,252471.682,4215284.482,0.464727,284.258724,4647.265745,38.05147994,-119.8210119
741,Polygon,1161.27,72287,YOSE,142.649521,257804.2545,4215300.756,0.116127,142.649521,1161.270828,38.05306875,-119.7603092
742,Polygon,269.2969,71163,YOSE,61.93248,269975.4583,4215309.354,0.02693,61.93248,269.298753,38.05632085,-119.621734
743,Polygon,814.8047,72032,YOSE,114.921568,258468.3658,4215303.914,0.081481,114.921568,814.808402,38.05327461,-119.7527495
744,Polygon,592.7578,71773,YOSE,94.669015,268559.79,4215283.702,0.059277,94.669015,592.76568,38.05572902,-119.6378452
745,Polygon,491.4453,71598,YOSE,84.03399,268483.7748,4215284.358,0.049145,84.03399,491.452516,38.05571549,-119.638711
746,Polygon,8735.43,70184,YOSE,398.506117,263701.3498,4215230.548,0.873553,398.506117,8735.533371,38.05399523,-119.693146
747,Polygon,412.5156,71466,YOSE,74.435811,268562.0724,4215242.109,0.041252,74.435811,412.521934,38.05535514,-119.6378058
748,Polygon,288.8828,71206,YOSE,65.803097,249971.2011,4215241.763,0.028888,65.803097,288.883177,38.05040831,-119.8494619
749,Polygon,438.1484,71511,YOSE,78.934128,253960.5666,4215234.522,0.043815,78.934128,438.148126,38.05143605,-119.8040451
750,Polygon,420.0938,71481,YOSE,82.970123,262340.4925,4215222.589,0.04201,82.970123,420.09838,38.05356732,-119.7086375
751,Polygon,337.0859,71310,YOSE,72.006036,268810.87,4215210.18,0.033709,72.006036,337.091742,38.05513125,-119.6349626
752,Polygon,581.3906,71753,YOSE,91.46511,268734.4815,4215200.121,0.05814,91.46511,581.398828,38.05502117,-119.6358291
753,Polygon,277.3047,71179,YOSE,63.723507,262289.4791,4215195.013,0.027731,63.723507,277.308325,38.05330567,-119.7092091
754,Polygon,183.7813,71046,YOSE,51.532245,253806.9471,4215189.761,0.018378,51.532245,183.780424,38.05099135,-119.8057785
755,Polygon,7767.531,70142,YOSE,458.859129,253936.5786,4215142.174,0.776754,458.859129,7767.544275,38.05059822,-119.8042864
756,Polygon,101621.9,70625,YOSE,1386.56047,263836.1703,4214915.614,10.1623,1386.56047,101623.0408,38.05119511,-119.6915071
757,Polygon,13814.98,70299,YOSE,533.898773,276835.2412,4215121.704,1.38152,533.898773,13815.22353,38.05634865,-119.5435623
758,Polygon,69151.61,70595,YOSE,1327.614454,253614.4772,4215044.25,6.91517,1327.614454,69151.73461,38.04962911,-119.8079195
759,Polygon,239.3438,71107,YOSE,57.870916,270183.0856,4215174.81,0.023935,57.870916,239.347395,38.05516224,-119.6193266
760,Polygon,294.5156,71222,YOSE,68.734122,268789.1713,4215167.343,0.029452,68.734122,294.52095,38.05474004,-119.6351958
761,Polygon,3689.234,72936,YOSE,305.12844,269406.1773,4215099.115,0.368929,305.12844,3689.288555,38.05428315,-119.6281484
762,Polygon,1757.625,72545,YOSE,188.536554,280719.5394,4215101.326,0.175768,188.536554,1757.67998,38.05711457,-119.4993232
763,Polygon,411.6211,71464,YOSE,81.110437,253826.9371,4215107.725,0.041162,81.110437,411.621643,38.0502583,-119.8055227
764,Polygon,386.7734,71409,YOSE,78.287529,262291.2869,4215105.165,0.038678,78.287529,386.776983,38.05249727,-119.7091587
765,Polygon,539.4531,71689,YOSE,88.033382,268983.5503,4215090.99,0.053946,88.033382,539.461945,38.05410224,-119.6329579
766,Polygon,286.6992,71202,YOSE,63.957726,258267.2842,4215083.592,0.02867,63.957726,286.699241,38.05123752,-119.7549644
767,Polygon,12069.97,70268,YOSE,540.574205,262572.924,4215005.033,1.20701,540.574205,12070.10656,38.05166971,-119.705919
768,Polygon,605.9844,71786,YOSE,106.122976,262266.8034,4215019.813,0.060599,106.122976,605.988417,38.05172244,-119.7094091
769,Polygon,278.1641,71181,YOSE,67.035166,258075.1521,4215003.617,0.027817,67.035166,278.164558,38.05046623,-119.7571247
770,Polygon,2410.695,72714,YOSE,243.741667,273838.4265,4214986.682,0.241073,243.741667,2410.730785,38.05438911,-119.5776447
771,Polygon,624.5391,71815,YOSE,95.560272,268950.502,4214972.999,0.062455,95.560272,624.547877,38.0530315,-119.6332961
772,Polygon,1172.258,72293,YOSE,143.424131,276187.329,4214959.986,0.117228,143.424131,1172.277384,38.05473258,-119.5508897
773,Polygon,3182.516,72852,YOSE,216.714536,263304.0018,4214926.428,0.318255,216.714536,3182.55227,38.05115348,-119.6975695
774,Polygon,567.5547,71728,YOSE,90.408191,269284.8266,4214929.881,0.056756,90.408191,567.561595,38.05272856,-119.6294756
775,Polygon,1238.82,72327,YOSE,142.888913,269770.9963,4214927.27,0.123883,142.888913,1238.834025,38.05282883,-119.6239392
776,Polygon,358.3203,71357,YOSE,69.613679,269004.0401,4214916.453,0.035833,69.613679,358.326539,38.05253606,-119.6326683
777,Polygon,1157.164,72282,YOSE,143.444596,268319.1908,4214865.438,0.115718,143.444596,1157.181853,38.05190175,-119.6404494
778,Polygon,34289.09,70501,YOSE,881.198266,289128.1717,4214676.457,3.42901,881.198266,34290.14813,38.05528697,-119.4034371
779,Polygon,22132.39,70411,YOSE,657.239126,272448.6904,4214781.614,2.21327,657.239126,22132.72977,38.05219447,-119.593404
780,Polygon,463.3125,71553,YOSE,82.224877,269921.0939,4214816.425,0.046332,82.224877,463.316661,38.05186902,-119.6221945
781,Polygon,3849.848,72957,YOSE,497.692786,257711.9136,4214743.403,0.384986,497.692786,3849.85581,38.04802657,-119.7611719
782,Polygon,683.2422,71888,YOSE,98.652776,268400.0414,4214797.874,0.068325,98.652776,683.248483,38.05131414,-119.639507
783,Polygon,34183.84,70499,YOSE,1099.836452,269068.421,4214645.427,3.41843,1099.836452,34184.31478,38.05011236,-119.6318478
784,Polygon,1050.266,72218,YOSE,123.143571,266442.287,4214787.439,0.105028,123.143571,1050.277597,38.05071724,-119.6617937
785,Polygon,175.2578,71037,YOSE,54.961052,269869.0997,4214794.219,0.017526,54.961052,175.25963,38.05165587,-119.6227794
786,Polygon,854.2813,72058,YOSE,110.072829,294620.4179,4214781.111,0.085431,110.072829,854.307463,38.05749237,-119.3409174
787,Polygon,19515.71,70382,YOSE,932.585375,252989.1352,4214678.532,1.96758,932.585375,19675.77858,38.04616655,-119.8149121
788,Polygon,3790.211,72949,YOSE,243.048528,272224.5752,4214750.418,0.379027,243.048528,3790.268405,38.05185723,-119.5959459
789,Polygon,7716.984,70139,YOSE,430.37219,273501.9432,4214720.187,0.771711,430.37219,7717.114384,38.05190555,-119.5813919
790,Polygon,24570.53,70438,YOSE,1166.69246,282901.5725,4214601.447,2.45713,1166.69246,24571.27926,38.0531395,-119.4743226
791,Polygon,1997.172,72624,YOSE,172.039805,266561.7923,4214726.435,0.199719,172.039805,1997.194399,38.05019884,-119.6604132
792,Polygon,6377.586,70078,YOSE,302.643311,261956.0645,4214682.308,0.637765,302.643311,6377.653682,38.04860233,-119.7128347
