FID,Shape ,AREA,lake_id,Jurisdicti,PERIM,X_CENTER,Y_CENTER,HA,Shape_Leng,Shape_Area,Lat,Lon
3677,Polygon,2440.51253,52139,USFS,181.969368,347761.4685,4131577.701,0.244051,181.969368,2440.51253,37.31839285,-118.7181272
3678,Polygon,24648.145,40270,USFS,628.593094,338573.8935,4131505.523,2.46481,628.593094,24648.145,37.31619188,-118.8217537
3679,Polygon,5031.915015,52138,USFS,272.076851,347841.0318,4131544.336,0.503192,272.076851,5031.915015,37.31810527,-118.7172228
3680,Polygon,110620.3873,50212,USFS,1519.152131,344056.145,4131281.717,11.062,1519.152131,110620.3873,37.31511165,-118.7598646
3681,Polygon,4189.627136,51718,USFS,312.734644,342315.376,4131538.162,0.418963,312.734644,4189.627136,37.31712837,-118.7795555
3682,Polygon,2250.74551,52140,USFS,192.303873,347666.9143,4131547.629,0.225075,192.303873,2250.74551,37.31810641,-118.7191877
3683,Polygon,661.613161,42570,USFS,100.449332,340340.4318,4131523.814,0.066161,100.449332,661.613161,37.31666187,-118.8018307
3684,Polygon,2646.963522,52142,USFS,217.248249,346099.1295,4131498.049,0.264696,217.248249,2646.963522,37.31740135,-118.7368636
3685,Polygon,649.784408,42569,USFS,97.35561,340304.1969,4131486.268,0.064978,97.35561,649.784408,37.31631737,-118.8022314
3686,Polygon,524.392856,53197,USFS,104.040599,347906.2232,4131478.381,0.052439,104.040599,524.392856,37.31752169,-118.7164739
3687,Polygon,6657.997594,50347,USFS,381.174719,352959.9735,4131429.663,0.6658,381.174719,6657.997594,37.31789622,-118.6594517
3688,Polygon,422.226765,42568,USFS,77.721042,340239.0747,4131429.473,0.042223,77.721042,422.226765,37.31579449,-118.8029537
3689,Polygon,1320.726603,40243,USFS,154.028473,339041.3453,4131411.086,0.132073,154.028473,1320.726603,37.31542215,-118.8164603
3690,Polygon,6065.160003,52141,USFS,361.981772,346160.5266,4131385.339,0.606516,361.981772,6065.160003,37.31639602,-118.7361476
3691,Polygon,484.506418,42459,USFS,89.75918,334556.5736,4131415.474,0.048451,89.75918,484.506418,37.31467408,-118.8670489
3692,Polygon,921.545852,42565,USFS,141.986415,339102.9345,4131402.236,0.092155,141.986415,921.545852,37.31535308,-118.8157637
3693,Polygon,43.038569,44145,USFS,24.109659,340679.5258,4131408.538,0.004304,24.109659,43.038569,37.31568149,-118.7979808
3694,Polygon,122.482528,42567,USFS,43.595806,340211.8694,4131401.945,0.012248,43.595806,122.482528,37.3155418,-118.8032547
3695,Polygon,84262.868,50172,USFS,1297.042788,341726.7029,4131174.622,8.42629,1297.042788,84262.868,37.31375296,-118.7861185
3696,Polygon,2831.62408,40114,USFS,195.149874,340689.7696,4131365.908,0.283162,195.149874,2831.62408,37.31529917,-118.7978561
3697,Polygon,70102.87952,50348,USFS,1303.920453,352371.8745,4131293.293,7.01029,1303.920453,70102.87952,37.31657426,-118.6660591
3698,Polygon,245619.0179,50149,USFS,2864.522735,347658.2946,4131055.1,24.5619,2864.522735,245619.0179,37.31366737,-118.7191839
3699,Polygon,741.411945,54034,USFS,97.108735,352810.3142,4131347.326,0.074141,97.108735,741.411945,37.31713066,-118.6611237
3700,Polygon,2977.993255,40244,USFS,266.583976,339122.084,4131312.361,0.297799,266.583976,2977.993255,37.31454667,-118.8155282
3701,Polygon,1781.444967,53198,USFS,179.883107,347019.13,4131304.951,0.178144,179.883107,1781.444967,37.31581349,-118.7264454
3702,Polygon,556.975081,54005,USFS,96.173916,352720.0612,4131316.414,0.055697,96.173916,556.975081,37.31683783,-118.6621358
3703,Polygon,3379.499366,41236,USFS,226.972349,332316.0329,4131247.603,0.33795,226.972349,3379.499366,37.31276016,-118.8922832
3704,Polygon,29181.68314,40245,USFS,1146.622462,339200.0331,4131079.829,2.91817,1146.622462,29181.68314,37.31246518,-118.8145986
3705,Polygon,1183.665609,42566,USFS,133.772736,340449.955,4131222.266,0.118367,133.772736,1183.665609,37.31396389,-118.8005304
3706,Polygon,448.17861,42429,USFS,91.963577,332461.0513,4131200.106,0.044818,91.963577,448.17861,37.31235841,-118.8906368
3707,Polygon,392.89842,42548,USFS,76.137417,334807.5276,4131103.824,0.03929,76.137417,392.89842,37.31191102,-118.8641489
3708,Polygon,1313.647867,42556,USFS,183.448374,333791.7716,4131063.95,0.131365,183.448374,1313.647867,37.31137069,-118.8755969
3709,Polygon,311914.1217,40231,USFS,2414.829611,333015.5854,4130650.1,31.1914,2414.829611,311914.1217,37.30750316,-118.8842584
3710,Polygon,392.790915,42547,USFS,78.533064,334733.4348,4131050.728,0.039279,78.533064,392.790915,37.31141949,-118.8649728
3711,Polygon,806.804488,51365,USFS,115.106309,351617.4847,4131022.969,0.080681,115.106309,806.804488,37.31401846,-118.6745154
3712,Polygon,2312.396805,41237,USFS,188.755384,332418.5986,4131021.213,0.23124,188.755384,2312.396805,37.3107391,-118.8910753
3713,Polygon,1627.019654,42430,USFS,157.239612,332193.9377,4131008.676,0.162702,157.239612,1627.019654,37.31058562,-118.8936064
3714,Polygon,3074.932173,51719,USFS,282.402909,344291.3862,4130961.176,0.307493,282.402909,3074.932173,37.31226312,-118.7571437
3715,Polygon,7318.32517,40232,USFS,377.386487,332337.0366,4130890.052,0.731833,377.386487,7318.32517,37.30954276,-118.8919656
3716,Polygon,203.5741,54193,USFS,59.667711,333776.2056,4130942.01,0.020357,59.667711,203.5741,37.31026934,-118.8757451
3717,Polygon,767.769782,42432,USFS,120.132635,332407.5971,4130908.466,0.076777,120.132635,767.769782,37.30972138,-118.8911739
3718,Polygon,970.516257,42431,USFS,122.862909,332194.1363,4130910.12,0.097052,122.862909,970.516257,37.30969777,-118.8935819
3719,Polygon,1892.496842,42564,USFS,167.867262,339374.9419,4130891.933,0.18925,167.867262,1892.496842,37.31080259,-118.812585
3720,Polygon,73447.60906,40236,USFS,1383.944363,335807.1695,4130732.959,7.34476,1383.944363,73447.60906,37.30874695,-118.8527916
3721,Polygon,13796.58488,50150,USFS,483.815258,348215.9942,4130779.014,1.37966,483.815258,13796.58488,37.31127111,-118.7128363
3722,Polygon,102.657311,54023,USFS,37.257827,351615.2911,4130848.111,0.010266,37.257827,102.657311,37.31244262,-118.6745052
3723,Polygon,749.330283,42433,USFS,110.772064,332408.7013,4130823.678,0.074933,110.772064,749.330283,37.30895772,-118.8911423
3724,Polygon,4455.623425,40246,USFS,274.390957,339404.6513,4130768.981,0.445562,274.390957,4455.623425,37.3097,-118.8122233
3725,Polygon,468.16471,42546,USFS,87.805002,334528.1495,4130692.119,0.046816,87.805002,468.16471,37.3081522,-118.8672083
3726,Polygon,313.939676,53193,USFS,73.3559,348382.692,4130663.498,0.031394,73.3559,313.939676,37.31025753,-118.7109324
3727,Polygon,14161.583,40247,USFS,523.028264,339468.8809,4130577.622,1.41616,523.028264,14161.583,37.30798706,-118.8114575
3728,Polygon,342056.9034,40166,USFS,6790.074348,334328.2857,4129858.848,34.2057,6790.074348,342056.9034,37.30060954,-118.8692766
3729,Polygon,536.704115,53192,USFS,90.244235,348369.4923,4130605.939,0.05367,90.244235,536.704115,37.30973677,-118.7110695
3730,Polygon,386.305995,42545,USFS,74.201621,334554.6711,4130594.774,0.038631,74.201621,386.305995,37.30727993,-118.8668875
3731,Polygon,1577.454549,42518,USFS,187.567128,335541.9048,4130565.766,0.157745,187.567128,1577.454549,37.30719377,-118.8557464
3732,Polygon,1892.874717,51720,USFS,193.242666,341106.5184,4130576.179,0.189287,193.242666,1892.874717,37.30825544,-118.7929861
3733,Polygon,41706.45183,51722,USFS,1115.738295,342788.0191,4130360.186,4.17065,1115.738295,41706.45183,37.30659534,-118.7739743
3734,Polygon,161.216325,42563,USFS,53.852055,339949.8321,4130576.21,0.016122,53.852055,161.216325,37.30805727,-118.8060325
3735,Polygon,64.092586,42517,USFS,37.581163,335596.1679,4130550.762,0.006409,37.581163,64.092586,37.3070682,-118.8551311
3736,Polygon,1209.246229,51721,USFS,152.867305,341451.4722,4130517.97,0.120925,152.867305,1209.246229,37.3077899,-118.7890829
3737,Polygon,395.774215,42519,USFS,73.619747,335442.361,4130492.215,0.039577,73.619747,395.774215,37.30651352,-118.8568529
3738,Polygon,3537.249111,41028,USFS,280.979073,335576.1532,4130462.892,0.353725,280.979073,3537.249111,37.30627302,-118.8553374
3739,Polygon,704.082413,53196,USFS,106.655484,347190.2071,4130478.247,0.070408,106.655484,704.082413,37.30839315,-118.7243453
3740,Polygon,305.43894,53189,USFS,69.988973,348323.3825,4130478.521,0.030544,69.988973,305.43894,37.30858122,-118.7115636
3741,Polygon,177.761836,42435,USFS,58.741252,333484.3651,4130473.301,0.017776,58.741252,177.761836,37.30599446,-118.8789317
3742,Polygon,10721.23908,50173,USFS,453.643266,348771.5008,4130412.595,1.07212,453.643266,10721.23908,37.30806025,-118.7064955
3743,Polygon,610.395555,42434,USFS,104.461943,333288.6839,4130446.927,0.06104,104.461943,610.395555,37.30572178,-118.8811327
3744,Polygon,8102.93811,41238,USFS,424.304625,333670.5749,4130401.226,0.810294,424.304625,8102.93811,37.30537846,-118.8768154
3745,Polygon,3429.535843,40248,USFS,244.774304,339519.3836,4130408.969,0.342954,244.774304,3429.535843,37.30647631,-118.8108514
3746,Polygon,1905.966613,42520,USFS,221.518118,335703.6819,4130399.736,0.190597,221.518118,1905.966613,37.30572658,-118.8538851
3747,Polygon,6434.597783,41027,USFS,526.819514,335452.4972,4130377.261,0.64346,526.819514,6434.597783,37.30547967,-118.8567131
3748,Polygon,22421.53235,51723,USFS,681.646233,341278.1654,4130303.534,2.24215,681.646233,22421.53235,37.30582835,-118.7909918
3749,Polygon,182.559697,42555,USFS,67.940877,333778.7615,4130420.026,0.018256,67.940877,182.559697,37.30556718,-118.8755995
3750,Polygon,177.059714,42521,USFS,50.307196,335588.3456,4130424.095,0.017706,50.307196,177.059714,37.30592564,-118.8551913
3751,Polygon,519.473487,42516,USFS,99.485158,335790.8555,4130410.721,0.051947,99.485158,519.473487,37.30584095,-118.8529043
3752,Polygon,425.503135,53190,USFS,94.347834,348079.3277,4130395.765,0.04255,94.347834,425.503135,37.30779574,-118.7142995
3753,Polygon,107.450914,42515,USFS,47.030966,335896.8105,4130398.75,0.010745,47.030966,107.450914,37.30575181,-118.8517067
3754,Polygon,28123.12784,41023,USFS,674.108076,336757.3765,4130317.1,2.81231,674.108076,28123.12784,37.30516771,-118.8419829
3755,Polygon,835.082073,53188,USFS,112.629946,348668.2568,4130363.429,0.083508,112.629946,835.082073,37.30760046,-118.70765
3756,Polygon,52.420751,42522,USFS,30.546994,335590.6311,4130382.154,0.005242,30.546994,52.420751,37.30554819,-118.8551562
3757,Polygon,297.235006,53191,USFS,66.939749,348081.141,4130370.346,0.029723,66.939749,297.235006,37.30756701,-118.7142738
3758,Polygon,633.65964,53195,USFS,100.921097,347603.824,4130361.465,0.063366,100.921097,633.65964,37.30740886,-118.7196559
3759,Polygon,359.806464,42523,USFS,76.459003,335526.8611,4130345.415,0.035981,76.459003,359.806464,37.30520592,-118.8558673
3760,Polygon,750.01917,53194,USFS,108.065317,347701.9537,4130349.447,0.075002,108.065317,750.01917,37.30731667,-118.7185466
3761,Polygon,1168.120252,42554,USFS,151.833755,333779.8596,4130323,0.116812,151.833755,1168.120252,37.30469326,-118.8755654
3762,Polygon,1091.212903,42525,USFS,137.319545,335509.723,4130308.314,0.109121,137.319545,1091.212903,37.30486864,-118.8560524
3763,Polygon,13087.87391,41048,USFS,986.905519,335682.4857,4130194.749,1.30879,986.905519,13087.87391,37.30387605,-118.8540788
3764,Polygon,9798.766476,50193,USFS,377.057828,348469.1055,4130258.594,0.979877,377.057828,9798.766476,37.30662346,-118.709875
3765,Polygon,1774.66864,51366,USFS,173.419869,350546.8924,4130286.548,0.177467,173.419869,1774.66864,37.30721172,-118.6864442
3766,Polygon,4409.954514,41026,USFS,375.342983,335301.4664,4130252.452,0.440995,375.342983,4409.954514,37.30432849,-118.8583888
3767,Polygon,1721.30449,53187,USFS,185.782751,348977.9936,4130253.7,0.17213,185.782751,1721.30449,37.30666218,-118.704134
3768,Polygon,251.97894,42524,USFS,64.311912,335484.8513,4130269.697,0.025198,64.311912,251.97894,37.30451633,-118.8563243
3769,Polygon,1523.062732,42436,USFS,184.366674,333640.4115,4130235.252,0.152306,184.366674,1523.062732,37.30387778,-118.8771184
3770,Polygon,5678.388707,50194,USFS,290.372157,348637.6863,4130206.595,0.567839,290.372157,5678.388707,37.30618242,-118.7079629
3771,Polygon,3486.705148,41029,USFS,267.026807,335845.2387,4130226.428,0.348671,267.026807,3486.705148,37.30419021,-118.8522502
3772,Polygon,1319.898062,42553,USFS,169.979274,333786.6127,4130214.177,0.13199,169.979274,1319.898062,37.30371407,-118.8754648
3773,Polygon,760.860677,42544,USFS,108.088621,334699.5207,4130203.296,0.076086,108.088621,760.860677,37.3037788,-118.8651666
3774,Polygon,948.841982,42514,USFS,116.25995,335750.0604,4130204.43,0.094884,116.25995,948.841982,37.30397521,-118.8533188
3775,Polygon,1369.758071,42530,USFS,138.202316,337760.8852,4130197.594,0.136976,138.202316,1369.758071,37.30426671,-118.8306388
3776,Polygon,18497.11964,40170,USFS,1022.57548,333742.3316,4129999.489,1.84971,1022.57548,18497.11964,37.301772,-118.8759162
3777,Polygon,43.038244,44126,USFS,24.109568,335669.6931,4130198.777,0.004304,24.109568,43.038244,37.30391008,-118.854224
3778,Polygon,555.691618,42437,USFS,90.805868,333113.1457,4130184.308,0.055569,90.805868,555.691618,37.30332433,-118.8830534
3779,Polygon,3612.015814,41021,USFS,244.643614,337492.75,4130146.643,0.361202,244.643614,3612.015814,37.30376085,-118.8336517
3780,Polygon,880.874138,42511,USFS,110.992026,335907.7359,4130168.716,0.088087,110.992026,880.874138,37.3036813,-118.8515326
3781,Polygon,14163.79123,41022,USFS,699.38514,337075.97,4130126.511,1.41638,699.38514,14163.79123,37.30350653,-118.8383478
3782,Polygon,4826.608588,41019,USFS,265.161771,338321.9632,4130144.263,0.482661,265.161771,4826.608588,37.30388398,-118.8242991
3783,Polygon,27475.83849,50211,USFS,830.417759,344292.3727,4130004.791,2.74758,830.417759,27475.83849,37.30364653,-118.7569321
3784,Polygon,877.797021,42438,USFS,113.339549,332692.0188,4130140.278,0.08778,113.339549,877.797021,37.30285197,-118.8877929
3785,Polygon,195.620868,42510,USFS,53.018411,335915.1564,4130115.333,0.019562,53.018411,195.620868,37.30320167,-118.8514372
3786,Polygon,173.277711,42512,USFS,50.769874,335556.4445,4130113.95,0.017328,50.769874,173.277711,37.30312583,-118.8554824
3787,Polygon,159.279484,42529,USFS,48.441992,337374.3929,4130114.371,0.015928,48.441992,159.279484,37.3034494,-118.8349795
3788,Polygon,1755.717871,42513,USFS,246.304571,335690.9687,4130062.92,0.175572,246.304571,1755.717871,37.30268988,-118.8539539
3789,Polygon,34329.7539,41025,USFS,1813.814087,335711.3313,4129989.625,3.43298,1813.814087,34329.7539,37.30203314,-118.8537081
3790,Polygon,70.029251,42509,USFS,33.461381,335931.02,4130091.114,0.007003,33.461381,70.029251,37.30298628,-118.8512529
3791,Polygon,53.858395,42508,USFS,30.089654,335933.8179,4130065.929,0.005386,30.089654,53.858395,37.30275987,-118.8512158
3792,Polygon,1351.867306,42550,USFS,141.316248,334196.242,4130040.776,0.135187,141.316248,1351.867306,37.30222502,-118.8708063
3793,Polygon,125.044992,42507,USFS,42.930854,335898.059,4130043.545,0.012504,42.930854,125.044992,37.3025519,-118.8516141
3794,Polygon,72281.24567,50349,USFS,1169.114442,351077.684,4129836.01,7.22812,1169.114442,72281.24567,37.30323752,-118.6803667
3795,Polygon,357.603412,42543,USFS,71.465034,334746.863,4130004.079,0.03576,71.465034,357.603412,37.30199244,-118.8645884
3796,Polygon,2109.900644,42526,USFS,196.788342,336771.0801,4129989.332,0.21099,196.788342,2109.900644,37.30221716,-118.8417563
3797,Polygon,421.992781,42552,USFS,76.388189,333933.1977,4129991.657,0.042199,76.388189,421.992781,37.30173555,-118.8737619
3798,Polygon,115.169392,42506,USFS,42.203514,335921.8158,4129997.262,0.011517,42.203514,115.169392,37.30213911,-118.851336
3799,Polygon,42.053802,44140,USFS,23.893655,335929.7558,4129988.714,0.004205,23.893655,42.053802,37.3020635,-118.8512445
3800,Polygon,708.753797,51728,USFS,102.65827,342290.1319,4129966.154,0.070875,102.65827,708.753797,37.30296093,-118.7795063
3801,Polygon,758.879036,51724,USFS,104.587034,340936.2624,4129961.705,0.075888,104.587034,758.879036,37.3026902,-118.7947748
3802,Polygon,272.464714,42527,USFS,63.490741,337101.8186,4129955.17,0.027246,63.490741,272.464714,37.30196739,-118.8380187
3803,Polygon,2171.428174,41030,USFS,192.286923,334751.7022,4129926.762,0.217143,192.286923,2171.428174,37.30129673,-118.8645166
3804,Polygon,3373.917073,51367,USFS,212.697298,352100.5412,4129927.046,0.337392,212.697298,3373.917073,37.30422106,-118.6688479
3805,Polygon,1052.777941,51725,USFS,130.044255,341241.072,4129938.764,0.105278,130.044255,1052.777941,37.30253561,-118.7913322
3806,Polygon,966.71727,42505,USFS,121.16069,336007.1538,4129935.868,0.096672,121.16069,966.71727,37.30160106,-118.85036
3807,Polygon,43.038145,44139,USFS,24.109547,335949.6913,4129928.76,0.004304,24.109547,43.038145,37.30152688,-118.8510065
3808,Polygon,573.049976,53202,USFS,97.258703,348693.3698,4129898.635,0.057305,97.258703,573.049976,37.30341678,-118.7072721
3809,Polygon,238.557831,42551,USFS,60.479583,334127.5474,4129895.129,0.023856,60.479583,238.557831,37.30090061,-118.8715485
3810,Polygon,67.88917,42502,USFS,29.401287,335749.6676,4129893.747,0.006789,29.401287,67.88917,37.30117613,-118.8532545
3811,Polygon,360.884365,42528,USFS,79.898523,337125.2719,4129880.873,0.036088,79.898523,360.884365,37.30130213,-118.8377379
3812,Polygon,765.535803,51727,USFS,113.786247,341737.2819,4129874.431,0.076554,113.786247,765.535803,37.30204059,-118.785722
3813,Polygon,231640.3372,50706,USFS,1958.620367,348258.6571,4129629.027,23.164,1958.620367,231640.3372,37.30091678,-118.7121201
3814,Polygon,18080.97172,40174,USFS,968.551769,335918.5638,4129777.519,1.8081,968.551769,18080.97172,37.30015882,-118.8513241
3815,Polygon,3240.944381,51726,USFS,256.11627,341238.3878,4129825.759,0.324094,256.11627,3240.944381,37.30151702,-118.7913383
3816,Polygon,478.396974,42590,USFS,81.650567,334760.1767,4129817.734,0.04784,81.650567,478.396974,37.30031599,-118.8643968
3817,Polygon,5998.554915,41020,USFS,431.043698,337240.2775,4129774.241,0.599855,431.043698,5998.554915,37.30036159,-118.8364176
3818,Polygon,1290.946689,42504,USFS,194.034744,336048.8213,4129774.504,0.129095,194.034744,1290.946689,37.30015463,-118.8498544
3819,Polygon,1522.14722,52137,USFS,175.263416,347435.3372,4129785.383,0.152215,175.263416,1522.14722,37.30219079,-118.721438
3820,Polygon,10566.32791,51729,USFS,525.905145,341259.7636,4129694.888,1.05663,525.905145,10566.32791,37.30034158,-118.7910692
3821,Polygon,1838.289331,53186,USFS,209.232651,349646.4394,4129721.809,0.183829,209.232651,1838.289331,37.3019782,-118.6964866
3822,Polygon,580.597945,53185,USFS,92.770144,348804.3218,4129734.366,0.05806,92.770144,580.597945,37.30195477,-118.7059872
3823,Polygon,2335.568372,42533,USFS,204.72753,338321.778,4129678.712,0.233557,204.72753,2335.568372,37.29968962,-118.8241999
3824,Polygon,1203.416575,42501,USFS,145.45493,335737.7205,4129660.874,0.120342,145.45493,1203.416575,37.29907601,-118.8533378
3825,Polygon,43.038219,44138,USFS,24.109563,335919.6981,4129658.759,0.004304,24.109563,43.038219,37.29908908,-118.8512851
3826,Polygon,14073.326,41010,USFS,551.919676,339321.4432,4129610.172,1.40733,551.919676,14073.326,37.2992454,-118.8129111
3827,Polygon,996.235308,51730,USFS,128.144075,341475.9872,4129637.646,0.099624,128.144075,996.235308,37.29986275,-118.7886185
3828,Polygon,1386.993473,42503,USFS,141.842078,336215.2961,4129631.34,0.138699,141.842078,1386.993473,37.29889417,-118.8479454
3829,Polygon,7130.771224,41018,USFS,316.014462,338023.9417,4129591.019,0.713077,316.014462,7130.771224,37.29884772,-118.8275396
3830,Polygon,10549.78156,50782,USFS,464.032607,340659.977,4129590.538,1.05498,464.032607,10549.78156,37.29929885,-118.7978112
3831,Polygon,548.786793,42500,USFS,91.049613,335736.468,4129567.308,0.054879,91.049613,548.786793,37.29823283,-118.8533312
3832,Polygon,944.07753,51731,USFS,130.463095,341359.0496,4129554.512,0.094408,130.463095,944.07753,37.2990938,-118.7899195
3833,Polygon,1718.767221,42541,USFS,174.173746,337649.0424,4129536.99,0.171877,174.173746,1718.767221,37.29829558,-118.8317558
3834,Polygon,2861.062696,51732,USFS,214.210108,340424.846,4129517.413,0.286106,214.210108,2861.062696,37.2985997,-118.8004473
3835,Polygon,2396.804093,41017,USFS,182.221111,337974.9731,4129517.836,0.23968,182.221111,2396.804093,37.29817986,-118.8280759
3836,Polygon,43.038569,54179,USFS,24.109659,340969.5635,4129548.503,0.004304,24.109659,43.038569,37.29897313,-118.7943108
3837,Polygon,4157.415879,41031,USFS,424.445052,335800.8562,4129427.597,0.415742,424.445052,4157.415879,37.29698551,-118.8525742
3838,Polygon,5015.570223,51368,USFS,265.178625,351913.2313,4129477.604,0.501557,265.178625,5015.570223,37.30014171,-118.670871
3839,Polygon,319.401234,42099,USFS,68.896855,335730.0563,4129498.387,0.03194,68.896855,319.401234,37.29761077,-118.8533883
3840,Polygon,3337.63001,41240,USFS,230.938046,332347.3389,4129465.516,0.333763,230.938046,3337.63001,37.29671091,-118.8915278
3841,Polygon,43.038145,44141,USFS,24.109547,338199.6398,4129498.642,0.004304,24.109547,43.038145,37.29804605,-118.8255381
3842,Polygon,18674.57051,50350,USFS,580.857247,351443.886,4129379.371,1.86746,580.857247,18674.57051,37.29918175,-118.6761449
3843,Polygon,1689.707599,42535,USFS,173.903868,337909.7241,4129451.431,0.168971,173.903868,1689.707599,37.29757022,-118.8287973
3844,Polygon,2228.321071,52136,USFS,201.938291,347127.7485,4129431.078,0.222832,201.938291,2228.321071,37.29894802,-118.7248343
3845,Polygon,142722.9483,50171,USFS,2599.858822,347420.6329,4129074.116,14.2723,2599.858822,142722.9483,37.29577994,-118.7214578
3846,Polygon,4463.284097,41032,USFS,432.76277,335693.7935,4129378.68,0.446328,432.76277,4463.284097,37.29652589,-118.8537707
3847,Polygon,426.838059,42536,USFS,82.318564,337848.0261,4129413.34,0.042684,82.318564,426.838059,37.29721629,-118.8294848
3848,Polygon,43.038409,44144,USFS,24.109626,337909.6495,4129418.656,0.004304,24.109626,43.038409,37.29727493,-118.828791
3849,Polygon,951.375638,42538,USFS,152.634075,337798.6216,4129378.881,0.095138,152.634075,951.375638,37.29689722,-118.8300344
3850,Polygon,105.623237,42537,USFS,42.891342,337804.136,4129348.301,0.010562,42.891342,105.623237,37.29662267,-118.8299655
3851,Polygon,43.038219,44134,USFS,24.109563,336219.6968,4129348.741,0.004304,24.109563,43.038219,37.29634893,-118.8478335
3852,Polygon,1938.077182,42539,USFS,202.284219,337734.4746,4129316.537,0.193808,202.284219,1938.077182,37.29632435,-118.8307442
3853,Polygon,209.276776,42091,USFS,56.523196,336108.6765,4129328.72,0.020928,56.523196,209.276776,37.296149,-118.8490811
3854,Polygon,1373.790518,42096,USFS,149.727088,335851.4854,4129305.406,0.137379,149.727088,1373.790518,37.29589359,-118.8519763
3855,Polygon,132860.3356,50184,USFS,1546.36725,341175.6679,4129091.47,13.286,1546.36725,132860.3356,37.2948907,-118.7918887
3856,Polygon,282.69887,42087,USFS,64.269133,336204.664,4129310.132,0.02827,64.269133,282.69887,37.29599845,-118.8479945
3857,Polygon,21380.93499,40096,USFS,659.56201,335627.8092,4129225.058,2.13809,659.56201,21380.93499,37.29513021,-118.8544809
3858,Polygon,733.973786,42098,USFS,104.345628,335743.4312,4129296.239,0.073397,104.345628,733.973786,37.29579193,-118.8531927
3859,Polygon,311.105084,42097,USFS,68.72675,335690.4909,4129296.007,0.03111,68.72675,311.105084,37.29578049,-118.8537897
3860,Polygon,43.037861,44143,USFS,24.109467,337219.6709,4129298.69,0.004304,24.109467,43.037861,37.29607359,-118.8365457
3861,Polygon,296669.2678,40277,USFS,3795.278076,336088.0494,4128652.681,29.6669,3795.278076,296669.2678,37.29005474,-118.8491645
3862,Polygon,650.67663,42085,USFS,121.89778,336278.0101,4129249.559,0.065068,121.89778,650.67663,37.29546564,-118.847154
3863,Polygon,132.685898,42088,USFS,45.647947,336176.5565,4129248.165,0.013269,45.647947,132.685898,37.29543522,-118.8482978
3864,Polygon,43.038244,44142,USFS,24.109568,337759.6577,4129238.662,0.004304,24.109568,43.038244,37.29562714,-118.8304432
3865,Polygon,131.591067,42086,USFS,50.486245,336228.2554,4129225.623,0.013159,50.486245,131.591067,37.29524124,-118.8477098
3866,Polygon,230.277486,42090,USFS,58.883539,336136.938,4129213.866,0.023028,58.883539,230.277486,37.29511923,-118.848737
3867,Polygon,452.930093,42089,USFS,90.405449,336166.5883,4129197.874,0.045293,90.405449,452.930093,37.29498038,-118.8483991
3868,Polygon,2496.387758,52135,USFS,185.543243,348624.6682,4129179.807,0.249639,185.543243,2496.387758,37.29692899,-118.7079004
3869,Polygon,71.71702,42084,USFS,36.768179,336275.9169,4129196.801,0.007172,36.768179,71.71702,37.29498996,-118.847166
3870,Polygon,42.889975,42095,USFS,28.164102,335942.9689,4129171.54,0.004289,28.164102,42.889975,37.2947037,-118.850915
3871,Polygon,113.185894,42589,USFS,44.05624,336093.5926,4129167.218,0.011319,44.05624,113.185894,37.29469133,-118.8492155
3872,Polygon,99.74874,42093,USFS,39.16742,335994.2933,4129156.052,0.009975,39.16742,99.74874,37.29457322,-118.8503328
3873,Polygon,133.060389,42094,USFS,44.454672,335931.8175,4129142.289,0.013306,44.454672,133.060389,37.29443821,-118.8510343
3874,Polygon,155.560087,42092,USFS,48.051218,335987.9508,4129122.587,0.015556,48.051218,155.560087,37.29427061,-118.850397
3875,Polygon,47.748981,42082,USFS,29.382198,336090.9101,4129118.667,0.004775,29.382198,47.748981,37.29425344,-118.8492351
3876,Polygon,1330.604059,42078,USFS,158.391415,336208.5496,4129074.675,0.13306,158.391415,1330.604059,37.29387783,-118.8478988
3877,Polygon,551.648024,51734,USFS,97.532093,341486.7279,4129084.153,0.055165,97.532093,551.648024,37.29487784,-118.7883792
3878,Polygon,150.107204,42080,USFS,49.015678,336147.6047,4129086.399,0.015011,49.015678,150.107204,37.29397272,-118.8485886
3879,Polygon,140.029158,42081,USFS,44.452767,336097.6493,4129085.186,0.014003,44.452767,140.029158,37.29395299,-118.8491517
3880,Polygon,1064.70107,42534,USFS,146.004693,337876.075,4129054.739,0.10647,146.004693,1064.70107,37.29399041,-118.8290902
3881,Polygon,75.530419,42083,USFS,33.913834,335992.3338,4129067.848,0.007553,33.913834,75.530419,37.29377822,-118.8503355
3882,Polygon,1365.994206,51733,USFS,191.6535,341452.5248,4129048.34,0.136599,191.6535,1365.994206,37.29454935,-118.7887573
3883,Polygon,195.591403,42074,USFS,53.715667,336985.7992,4128441.943,0.019559,53.715667,195.591403,37.2883139,-118.8389952
3884,Polygon,570.09482,53183,USFS,105.397622,347849.4883,4128420.773,0.057009,105.397622,570.09482,37.28996363,-118.7164875
3885,Polygon,3691.449052,52134,USFS,229.6928,347776.0538,4128394.25,0.369145,229.6928,3691.449052,37.28971265,-118.7173101
3886,Polygon,118.732308,42050,USFS,40.685589,339593.2753,4128398.918,0.011873,40.685589,118.732308,37.28837957,-118.809584
3887,Polygon,86.873842,42049,USFS,38.225656,339585.8944,4128376.948,0.008687,38.225656,86.873842,37.28818036,-118.8096624
